week_date,current_projects,current_projects_target,current_projects_diversity,starting_projects,starting_projects_target,starting_projects_diversity,ending_projects,ending_projects_target,ending_projects_diversity,success_rate,Age,winter,automn,spring,summer,start_month,end_month,back_to_school,toussaint,noel,winter_hol,spring_hol,start_year,end_year
2012-10-14 00:00:00+00:00,237,3620.6244725738397,2.1727128838297602,40,3010.25,1.9986800617275644,21,2585.2380952380954,1.8475344105647669,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-10-21 00:00:00+00:00,257,3600.2451361867707,2.1749942153096615,41,2962.560975609756,1.9923094696200614,18,2834.1666666666665,2.1202082239406703,0.5365853658536586,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-10-28 00:00:00+00:00,270,3578.5555555555557,2.151460354712784,31,2966.516129032258,1.7862962089889864,21,3935.2380952380954,1.551969242644385,0.5161290322580645,2,0,1,0,0,0,1,0,1,0,0,0,0,0
2012-11-04 00:00:00+00:00,293,3434.569965870307,2.209060315710921,44,2789.9772727272725,2.2221113283589067,27,2818.5185185185187,2.1307314697898256,0.5227272727272727,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2012-11-11 00:00:00+00:00,298,3457.1778523489934,2.1947264736463183,32,3125.3125,2.106971269263851,40,3828.3,1.9127033241307332,0.625,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-11-18 00:00:00+00:00,311,3584.4630225080386,2.2143299052624705,53,4484.169811320755,1.9606619461962163,43,2484.4651162790697,2.019822311632048,0.5660377358490566,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-11-25 00:00:00+00:00,306,3666.4313725490197,2.215569033553761,38,2999.7894736842104,2.1668520530373048,44,3164.5,2.0308387903475786,0.6842105263157895,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-12-02 00:00:00+00:00,302,3751.1456953642382,2.2019767330267057,40,3753.9,1.966007066244302,33,2646.6666666666665,2.1287094027144575,0.6,2,0,1,0,0,1,0,0,0,0,0,0,0,1
2012-12-09 00:00:00+00:00,309,3892.8996763754044,2.20762341009696,40,3935.0,2.156961316732746,33,3099.5454545454545,2.0867004826805218,0.525,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-12-16 00:00:00+00:00,302,4027.430463576159,2.1808472413708406,26,4448.576923076923,2.0656419602111358,30,2898.3333333333335,1.9518484392238875,0.5769230769230769,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-12-23 00:00:00+00:00,286,4135.608391608392,2.1852564330106774,14,3817.8571428571427,1.475076311054695,31,4001.6129032258063,2.138286354749322,0.2857142857142857,2,0,1,0,0,0,0,0,0,1,0,0,0,1
2012-12-30 00:00:00+00:00,275,4035.890909090909,2.1656971428737375,20,2556.8,1.9569067559807296,22,3560.7272727272725,1.8378815797682808,0.75,2,0,1,0,0,0,1,0,0,1,0,0,0,1
2013-01-06 00:00:00+00:00,290,4023.151724137931,2.1496962873392342,37,3653.5135135135133,2.075237811547403,36,3493.3333333333335,2.183187269602014,0.6216216216216216,3,1,0,0,0,1,0,0,0,1,0,0,1,0
2013-01-13 00:00:00+00:00,297,4033.734006734007,2.106575545431667,43,3652.6744186046512,1.8924525006066024,34,3109.176470588235,1.9096920734634621,0.6744186046511628,3,1,0,0,0,0,0,0,0,0,0,0,1,0
2013-01-20 00:00:00+00:00,307,4061.6188925081433,2.1445444342168827,44,3513.8636363636365,2.1057441736658586,30,2981.6666666666665,1.7544407506380706,0.4772727272727273,3,1,0,0,0,0,0,0,0,0,0,0,1,0
2013-01-27 00:00:00+00:00,327,4012.6085626911313,2.1824974269378026,50,3093.12,2.1081281509640424,30,3304.6666666666665,2.0927852576372756,0.52,3,1,0,0,0,0,1,0,0,0,0,0,1,0
2013-02-03 00:00:00+00:00,353,3873.988668555241,2.169892189520611,56,2759.5535714285716,2.017467071069091,33,3432.181818181818,2.046789182920584,0.5535714285714286,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2013-02-10 00:00:00+00:00,380,3842.3315789473686,2.1930569123196575,60,3430.5,2.1569342186268434,35,3027.8285714285716,2.1214517584526,0.48333333333333334,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-17 00:00:00+00:00,430,3727.213953488372,2.1805138328931393,85,2924.5882352941176,2.0697309258334853,41,4460.975609756098,1.983704615596276,0.49411764705882355,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-24 00:00:00+00:00,463,3689.1209503239743,2.1695629950579103,74,3895.4189189189187,2.1025742949305894,36,4315.416666666667,1.8481115589493036,0.5945945945945946,3,1,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-03 00:00:00+00:00,511,3604.295499021526,2.214595855230191,84,3441.5119047619046,2.2411549283494874,36,2292.0555555555557,1.9879707323409543,0.6071428571428571,3,1,0,0,0,1,0,0,0,0,1,0,0,0
2013-03-10 00:00:00+00:00,545,3668.9394495412844,2.2171661884973983,70,3432.7285714285713,2.1252828373724157,43,2948.3720930232557,1.8909622685438343,0.6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-17 00:00:00+00:00,574,3650.306620209059,2.2352931413534667,72,3090.0555555555557,2.1652708559928393,48,3303.5416666666665,2.0771836546272,0.5555555555555556,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-24 00:00:00+00:00,611,3609.7054009819967,2.2266076176705067,85,3162.635294117647,2.043150068790045,57,2979.4736842105262,2.0208860807319073,0.6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-31 00:00:00+00:00,625,3715.3536,2.2529413481612917,71,4033.7464788732395,2.2720011522393193,70,2792.1285714285714,2.3013915009548795,0.4084507042253521,3,1,0,0,0,0,1,0,0,0,0,0,0,0
2013-04-07 00:00:00+00:00,626,3821.5095846645368,2.2429255411412186,71,3741.0985915492956,2.186780941717141,56,3189.8035714285716,2.0440847812855862,0.5070422535211268,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-14 00:00:00+00:00,656,3885.306402439024,2.2523216805384227,86,3896.8023255813955,2.14191419151922,65,3081.769230769231,2.0433765553053096,0.6511627906976745,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-21 00:00:00+00:00,677,3912.025110782866,2.257128439632764,86,3488.313953488372,2.0980881375793072,70,3377.3571428571427,2.1423883505162213,0.5813953488372093,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2013-04-28 00:00:00+00:00,690,3896.41884057971,2.247899914797475,83,3331.3614457831327,2.1652996632209764,75,3170.0,1.9879470013130869,0.6506024096385542,3,0,0,1,0,0,1,0,0,0,0,1,0,0
2013-05-05 00:00:00+00:00,694,3901.563400576369,2.2436054827802843,79,3251.974683544304,2.007259013470439,72,3513.9305555555557,2.066109733053595,0.6329113924050633,3,0,0,1,0,1,0,0,0,0,0,0,0,0
2013-05-12 00:00:00+00:00,734,3946.9809264305177,2.248148338833806,112,3950.0178571428573,2.1974501644010376,65,3399.3384615384616,2.2821814769749373,0.5803571428571429,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-19 00:00:00+00:00,745,3992.6979865771814,2.24307159532622,76,3926.75,2.2311555567250965,102,3556.5,2.0521436943243105,0.5263157894736842,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-26 00:00:00+00:00,752,4065.438829787234,2.255153083139887,109,4086.3577981651374,2.2323395341814267,86,4079.8372093023254,2.055703519065248,0.3853211009174312,3,0,0,1,0,0,1,0,0,0,0,0,0,0
2013-06-02 00:00:00+00:00,773,4009.0802069857696,2.269111792355975,107,3669.8598130841124,2.279389155916614,74,3504.027027027027,2.13554027220646,0.514018691588785,3,0,0,1,0,1,0,0,0,0,0,0,0,0
2013-06-09 00:00:00+00:00,781,4134.487836107554,2.2635021928847054,82,4747.731707317073,2.1655734428973594,82,2854.512195121951,2.112405864890574,0.5487804878048781,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-06-16 00:00:00+00:00,784,4213.067602040816,2.270873116424533,85,3624.470588235294,2.2459222502508904,81,3236.4691358024693,2.173784755670388,0.4823529411764706,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-06-23 00:00:00+00:00,779,4279.3838254172015,2.270506021311005,76,3851.9605263157896,2.198544827704317,77,2861.6493506493507,2.14872278324387,0.42105263157894735,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-06-30 00:00:00+00:00,772,4386.883419689119,2.2858698380924007,70,3905.442857142857,2.299775177785315,103,4160.844660194175,2.2162177364890097,0.5285714285714286,3,0,0,1,0,0,1,0,0,0,0,0,0,0
2013-07-07 00:00:00+00:00,734,4361.385558583106,2.289136245205778,65,3740.769230769231,2.1550269092332224,102,3656.1176470588234,2.193128650091982,0.5384615384615384,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-07-14 00:00:00+00:00,692,4479.202312138728,2.2952655360374057,60,4521.25,2.157437082260396,101,3492.841584158416,2.1385476539269885,0.4666666666666667,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-07-21 00:00:00+00:00,642,4598.8021806853585,2.290635476448651,51,4031.372549019608,1.9811492621665743,87,4013.103448275862,2.2010020147851646,0.3137254901960784,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-07-28 00:00:00+00:00,607,4545.841845140033,2.292096220035682,52,3000.673076923077,2.1297968505632348,77,4852.467532467533,2.2606165308997563,0.38461538461538464,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2013-08-04 00:00:00+00:00,563,4603.079928952043,2.2854371540342395,33,6237.818181818182,2.1771597933870175,56,4045.2678571428573,2.039197527411069,0.36363636363636365,3,0,0,0,1,1,0,0,0,0,0,0,0,0
2013-08-11 00:00:00+00:00,544,4614.207720588235,2.3029584746108895,37,3922.4324324324325,2.191865678757585,73,5213.808219178082,2.248794709114956,0.3783783783783784,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-08-18 00:00:00+00:00,520,4608.75,2.296618211497655,49,5449.571428571428,2.173098831563823,43,5150.162790697675,2.168040209364432,0.5306122448979592,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-08-25 00:00:00+00:00,534,4451.035580524344,2.298024482152103,57,3539.6491228070176,2.1653708048341596,60,3696.766666666667,2.210077986439407,0.5789473684210527,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-09-01 00:00:00+00:00,552,4420.684782608696,2.2892186012918607,78,3656.0384615384614,2.118912205639326,56,4413.642857142857,2.2405370381535077,0.5769230769230769,3,0,0,0,1,1,0,1,0,0,0,0,0,0
2013-09-08 00:00:00+00:00,578,4523.750865051903,2.2715218413625893,82,5142.365853658536,2.1297777600037517,61,4188.622950819672,2.3474486248270816,0.524390243902439,3,0,0,0,1,0,0,1,0,0,0,0,0,0
2013-09-15 00:00:00+00:00,593,4485.1720067453625,2.2774481620505242,76,3953.75,2.3105439135237833,70,3788.1428571428573,2.1696045677054485,0.5789473684210527,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-09-22 00:00:00+00:00,593,4458.3608768971335,2.290802187453795,70,3561.0142857142855,2.2411501987143945,85,3479.235294117647,2.169774541878493,0.4714285714285714,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-09-29 00:00:00+00:00,596,4529.756711409396,2.293872119308882,88,3996.159090909091,2.198566204136258,57,4572.982456140351,2.011971950389223,0.5454545454545454,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2013-10-06 00:00:00+00:00,606,4410.179867986799,2.290477324496615,67,3484.9850746268658,2.08233082103221,70,4697.0,2.0396142225289813,0.6119402985074627,3,0,1,0,0,1,0,0,0,0,0,0,0,0
2013-10-13 00:00:00+00:00,619,4191.458804523425,2.3021800575731004,83,3020.89156626506,2.2425794343542726,63,3779.5079365079364,2.3110311387824973,0.4939759036144578,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-10-20 00:00:00+00:00,631,4246.465927099842,2.281291356289179,75,4308.213333333333,2.226875574159584,57,5038.087719298245,2.108236072263637,0.6133333333333333,3,0,1,0,0,0,0,0,1,0,0,0,0,0
2013-10-27 00:00:00+00:00,648,4580.692901234568,2.2963106618113343,74,7782.972972972973,2.250421572705015,66,4037.3939393939395,2.145644768634384,0.6351351351351351,3,0,1,0,0,0,1,0,1,0,0,0,0,0
2013-11-03 00:00:00+00:00,683,4469.9121522693995,2.303597062312714,101,3476.5247524752476,2.249522342852244,67,4327.641791044776,2.2636864467509783,0.5247524752475248,3,0,1,0,0,1,0,0,1,0,0,0,0,0
2013-11-10 00:00:00+00:00,736,4741.766304347826,2.319077869916098,120,6057.85,2.316792337137276,61,3504.7377049180327,2.1270277565352926,0.525,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-11-17 00:00:00+00:00,772,4751.59585492228,2.33372810731399,97,4042.0721649484535,2.2938533888486417,75,3649.08,2.0966210887569874,0.4948453608247423,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-11-24 00:00:00+00:00,798,4707.6578947368425,2.3585146985800614,101,3585.7425742574255,2.3500312095135945,68,3376.4117647058824,2.2129841150745384,0.44554455445544555,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-12-01 00:00:00+00:00,826,4687.502421307506,2.3716591435098615,96,3591.2708333333335,2.350887019786015,95,3666.9473684210525,2.243376893766161,0.4895833333333333,3,0,1,0,0,1,0,0,0,0,0,0,0,1
2013-12-08 00:00:00+00:00,803,4763.612702366127,2.3673582400869075,72,4189.777777777777,2.117908987762328,100,3606.05,2.253155322811648,0.6111111111111112,3,0,1,0,0,0,0,0,0,0,0,0,0,1
2013-12-15 00:00:00+00:00,792,4820.526515151515,2.370677410850645,89,3969.449438202247,2.286923378365379,84,3770.6428571428573,2.3522857872124487,0.5955056179775281,3,0,1,0,0,0,0,0,0,0,0,0,0,1
2013-12-22 00:00:00+00:00,757,4907.624834874505,2.372068399141466,49,4366.306122448979,2.301182300857088,86,3904.5581395348836,2.296595741565681,0.673469387755102,3,0,1,0,0,0,0,0,0,1,0,0,0,1
2013-12-29 00:00:00+00:00,714,4947.589635854341,2.373664813201106,43,3565.093023255814,2.3207718232029566,76,3944.934210526316,2.353138033993881,0.4883720930232558,3,0,1,0,0,0,1,0,0,1,0,0,0,1
2014-01-05 00:00:00+00:00,725,4977.848275862069,2.3575274643310937,87,4323.862068965517,2.213285973440388,72,3055.9305555555557,2.1427956759044293,0.45977011494252873,4,1,0,0,0,1,0,0,0,1,0,0,1,0
2014-01-12 00:00:00+00:00,760,5036.719736842106,2.379882229299742,107,4102.747663551402,2.4037418486367765,85,3501.5882352941176,2.235375221816788,0.45794392523364486,4,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-01-19 00:00:00+00:00,779,5073.735558408216,2.3754705885593688,104,4059.3076923076924,2.2440723307794803,79,4424.7594936708865,2.3602352534149897,0.47115384615384615,4,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-01-26 00:00:00+00:00,833,5023.767106842737,2.3782764898285333,133,4375.293233082707,2.3966935780516136,69,7502.579710144928,2.269748645643573,0.6165413533834586,4,1,0,0,0,0,1,0,0,0,0,0,1,0
2014-02-02 00:00:00+00:00,893,4722.927211646137,2.3893451670376202,129,4267.085271317829,2.3802391855154017,104,3822.0673076923076,2.31182913389784,0.5426356589147286,4,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-02-09 00:00:00+00:00,887,4739.818489289741,2.3961561073157647,98,3919.795918367347,2.3359011913395875,117,6922.205128205128,2.344103660329975,0.5510204081632653,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16 00:00:00+00:00,921,4353.4267100977195,2.3992203752339325,151,4074.072847682119,2.3608327824968707,94,4160.063829787234,2.330202129960936,0.5099337748344371,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23 00:00:00+00:00,968,4327.86673553719,2.4082373229044673,141,4049.0425531914893,2.4077439597398724,79,3031.6329113924053,2.3327191777612337,0.5815602836879432,4,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-03-02 00:00:00+00:00,1011,4351.893175074184,2.406464243199639,122,3687.6065573770493,2.3422998121496907,105,4812.228571428572,2.2593602483398594,0.6311475409836066,4,1,0,0,0,1,0,0,0,0,1,0,0,0
2014-03-09 00:00:00+00:00,1051,4156.137012369172,2.4021569496268045,145,3266.344827586207,2.2892945876555637,95,3634.2631578947367,2.163453697572117,0.6551724137931034,4,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-03-16 00:00:00+00:00,1075,4090.525581395349,2.408886723560251,119,3146.8067226890757,2.22872944990845,96,3447.0625,2.305879521468909,0.5210084033613446,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-23 00:00:00+00:00,1090,4176.4055045871555,2.4143153894802962,111,4377.342342342342,2.3357056190428875,121,3963.6694214876034,2.384392491983369,0.6126126126126126,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-30 00:00:00+00:00,1112,4101.677158273381,2.4070386201784633,143,3415.2937062937062,2.3212930368239904,121,3872.619834710744,2.331482529032327,0.5174825174825175,4,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-06 00:00:00+00:00,1122,4049.243315508021,2.400911469232547,131,3441.0152671755727,2.266203080465448,144,3700.090277777778,2.280219845414656,0.5877862595419847,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2014-04-13 00:00:00+00:00,1092,4056.124542124542,2.3962011574173285,114,3674.122807017544,2.286299164506221,122,4050.9836065573772,2.3964709576042926,0.631578947368421,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-04-20 00:00:00+00:00,1114,4133.505385996409,2.3797992900637563,144,4650.395833333333,2.283593059807367,131,3498.381679389313,2.266840977694313,0.5625,4,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-04-27 00:00:00+00:00,1109,4136.198376916141,2.384460601039331,126,3496.8809523809523,2.332214349728224,149,3577.281879194631,2.452870426965377,0.46825396825396826,4,0,0,1,0,0,1,0,0,0,0,1,0,0
2014-05-04 00:00:00+00:00,1080,4241.436111111111,2.368232248002542,120,4389.35,2.390472627876762,120,4278.125,2.284955631804745,0.6083333333333333,4,0,0,1,0,1,0,0,0,0,0,1,0,0
2014-05-11 00:00:00+00:00,1162,4408.697934595525,2.362185454373387,202,5225.4009900990095,2.3237528837285444,130,3525.746153846154,2.2484631170928235,0.5891089108910891,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-18 00:00:00+00:00,1216,4453.957236842105,2.3544182085688194,184,4083.978260869565,2.2413311460673944,129,4365.2558139534885,2.4052300271788103,0.6086956521739131,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-25 00:00:00+00:00,1214,4509.947281713345,2.338978210448437,127,4899.070866141732,2.2377009122993505,106,3591.2264150943397,2.3608803231198547,0.6062992125984252,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-01 00:00:00+00:00,1288,4680.759316770186,2.3281274928068667,180,5191.177777777778,2.2612984545481583,125,3894.048,2.3558021519122225,0.5055555555555555,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2014-06-08 00:00:00+00:00,1265,4747.747826086957,2.3175784504046315,102,4547.441176470588,2.17289346036615,157,5551.6815286624205,2.206296235535524,0.5980392156862745,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-15 00:00:00+00:00,1220,4553.481147540983,2.323589541084308,112,3758.5714285714284,2.2593000813329813,156,3013.24358974359,2.2830565389782986,0.4375,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-22 00:00:00+00:00,1159,4677.134598792062,2.3257100575159293,95,3532.821052631579,2.267100685265965,176,4804.272727272727,2.3025781326802757,0.49473684210526314,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-29 00:00:00+00:00,1075,4607.4409302325585,2.320206603716838,92,4106.0,2.1806585521633917,172,3741.2906976744184,2.21012080947287,0.6195652173913043,4,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-07-06 00:00:00+00:00,991,4680.811301715439,2.3323303461623754,88,3740.7613636363635,2.2396954098232507,170,4362.947058823529,2.3193270046009067,0.48863636363636365,4,0,0,0,1,1,0,0,0,0,0,0,0,0
2014-07-13 00:00:00+00:00,890,4698.052808988764,2.330848710561797,69,4120.057971014493,2.329040045979162,132,5625.856060606061,2.321192831642282,0.5797101449275363,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-07-20 00:00:00+00:00,846,4425.21158392435,2.3405655276016812,88,3466.7613636363635,2.276510905936548,125,6446.808,2.1948787967318983,0.4659090909090909,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-07-27 00:00:00+00:00,785,4048.626751592357,2.3405346963524885,64,3754.59375,2.091399005316067,110,3778.6363636363635,2.255231341143257,0.453125,4,0,0,0,1,0,1,0,0,0,0,0,0,0
2014-08-03 00:00:00+00:00,739,4008.361299052774,2.3409932990278333,64,3119.640625,2.24183880826969,92,3607.358695652174,2.348222055079399,0.46875,4,0,0,0,1,1,0,0,0,0,0,0,0,0
2014-08-10 00:00:00+00:00,695,4000.135251798561,2.343550555550928,48,3120.6666666666665,2.3326260056765222,102,4575.823529411765,2.27290711840619,0.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-08-17 00:00:00+00:00,644,3878.481366459627,2.3447080588736307,51,3615.3333333333335,2.1212657779833286,78,3357.025641025641,2.259296948984131,0.5294117647058824,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-08-24 00:00:00+00:00,650,3983.476923076923,2.329162905316775,84,4206.738095238095,2.162467658751862,57,3587.40350877193,2.182940790017304,0.5476190476190477,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-08-31 00:00:00+00:00,695,3980.8129496402876,2.3373938287691454,102,3743.9901960784314,2.30591223784952,76,2994.2631578947367,2.232746034609758,0.6078431372549019,4,0,0,0,1,0,1,0,0,0,0,0,0,0
2014-09-07 00:00:00+00:00,741,4034.27665317139,2.341056631792339,122,3690.967213114754,2.260509555384023,70,4088.114285714286,2.309737479669729,0.5655737704918032,4,0,0,0,1,0,0,1,0,0,0,0,0,0
2014-09-14 00:00:00+00:00,803,4259.326276463263,2.358832257777368,132,5431.878787878788,2.3804834299285664,106,3519.7075471698113,2.3233050000032622,0.4318181818181818,4,0,0,0,1,0,0,1,0,0,0,0,0,0
2014-09-21 00:00:00+00:00,807,4344.842627013631,2.3564582292350935,110,4173.981818181818,2.270178515622278,76,3933.3026315789475,2.1606109655695396,0.5363636363636364,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-09-28 00:00:00+00:00,880,4536.338636363636,2.3846711493748938,149,5265.912751677853,2.4254002120061458,90,3614.6555555555556,2.2245403228804332,0.6308724832214765,4,0,0,0,1,0,1,0,0,0,0,0,0,0
2014-10-05 00:00:00+00:00,933,4479.479099678457,2.3988967089652324,143,3585.27972027972,2.3702312246891513,94,3788.659574468085,2.2133166383250775,0.5874125874125874,4,0,1,0,0,1,0,0,0,0,0,0,0,0
2014-10-12 00:00:00+00:00,970,4511.283505154639,2.399966620656554,131,4219.274809160305,2.3390647795191315,100,3915.97,2.2546127025069187,0.6335877862595419,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-10-19 00:00:00+00:00,985,4532.6071065989845,2.400000445915519,115,4176.260869565217,2.2710373528907333,114,3566.90350877193,2.2796011897915753,0.6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-10-26 00:00:00+00:00,1002,4506.393213572855,2.395812610636466,131,3491.7175572519086,2.251265186337534,101,3456.1485148514853,2.4235116087308266,0.5572519083969466,4,0,1,0,0,0,1,0,1,0,0,0,0,0
2014-11-02 00:00:00+00:00,1025,4600.564878048781,2.392588291430394,124,4429.387096774193,2.380782940314353,99,3112.4848484848485,2.2425332007986407,0.5080645161290323,4,0,1,0,0,1,0,0,1,0,0,0,0,0
2014-11-09 00:00:00+00:00,1051,4825.970504281637,2.390292845795208,125,5317.216,2.283523347342644,113,5039.29203539823,2.298245211576667,0.52,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-11-16 00:00:00+00:00,1069,4746.68662301216,2.3905231335901975,131,4363.0,2.297650788533053,122,5128.401639344263,2.2523517802563187,0.5038167938931297,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-11-23 00:00:00+00:00,1065,4608.045070422535,2.39198278844805,118,3890.0423728813557,2.3235663892657117,113,3670.7522123893805,2.344426332315803,0.6186440677966102,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-11-30 00:00:00+00:00,1069,4725.082319925164,2.396656617143697,117,4772.136752136752,2.419881732684564,131,4389.175572519084,2.395886193239841,0.5384615384615384,4,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-12-07 00:00:00+00:00,1052,4641.380228136883,2.3917197194629467,114,3566.6754385964914,2.39162504371219,149,4404.10067114094,2.342796957422292,0.5964912280701754,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-12-14 00:00:00+00:00,989,4555.779575328615,2.3946637258111094,86,3245.8720930232557,2.332704139336618,141,4752.567375886525,2.25939232765682,0.5813953488372093,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-12-21 00:00:00+00:00,915,4466.794535519126,2.4028498872950608,67,3754.6716417910447,2.202553829312153,120,4965.475,2.269356423744463,0.5074626865671642,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-12-28 00:00:00+00:00,831,4347.858002406739,2.4110853607909255,36,3383.6111111111113,2.2731269582834046,119,4316.848739495798,2.4299135321418825,0.4722222222222222,4,0,1,0,0,0,1,0,0,1,0,0,0,1
2015-01-04 00:00:00+00:00,790,4353.224050632912,2.403468331946322,78,4354.897435897436,2.27929266592698,104,3674.8846153846152,2.340698699108824,0.5769230769230769,5,1,0,0,0,1,0,0,0,1,0,0,1,0
2015-01-11 00:00:00+00:00,796,4483.503768844221,2.3961464547684956,110,4654.636363636364,2.324062336522811,125,4740.776,2.238715181409197,0.6272727272727273,5,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-18 00:00:00+00:00,810,4391.813580246913,2.4178283395395974,139,4180.553956834532,2.385798905936522,103,4517.330097087379,2.221798208040399,0.6402877697841727,5,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-01-25 00:00:00+00:00,834,4367.342925659473,2.430487065885295,127,4332.913385826771,2.358998492805197,109,3255.8256880733943,2.499860884293019,0.6377952755905512,5,1,0,0,0,0,0,0,0,0,0,0,1,0
2015-02-01 00:00:00+00:00,882,4401.579365079365,2.393702967360773,157,3787.9872611464966,2.274216518789264,97,4387.855670103093,2.309861773977834,0.6114649681528662,5,1,0,0,0,1,0,0,0,0,0,0,0,0
2015-02-08 00:00:00+00:00,909,4467.722772277228,2.389701875013939,124,4875.717741935484,2.2627365970953415,92,3687.3478260869565,2.3893251782672893,0.5725806451612904,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15 00:00:00+00:00,945,4745.844444444445,2.394917918224473,128,5960.1484375,2.385828340954699,99,3117.6666666666665,2.2511278047978776,0.59375,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22 00:00:00+00:00,971,4701.033985581875,2.4127463624770913,125,3108.24,2.439820392850244,89,3730.696629213483,2.3468687801873602,0.624,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01 00:00:00+00:00,1063,4532.353715898401,2.4355788518167176,181,3233.259668508287,2.4772555928157365,136,4567.264705882353,2.41797133210945,0.6187845303867403,5,1,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-08 00:00:00+00:00,1101,4330.077202543142,2.415905384576932,174,3279.7183908045977,2.2855552950941167,110,4560.636363636364,2.3661543822056657,0.5747126436781609,5,1,0,0,0,0,0,0,0,0,1,0,0,0
